b'Data generated by the ASTRA High Altitude Balloon Flight Planner - University of Southampton',b'',b'',b'',b'',b''
b'Simulation #',b'Time from launch [s]',b'Latitude',b'Longitude',b'Altitude [m]',b'Remarks'
b'1.0',b'0.0',b'18.3358',b'-65.6516',b'10.0',b'Balloon Launch'
b'1.0',b'3.0',b'18.33578587882636',b'-65.65163496606492',b'26.169935996926434',b''
b'1.0',b'6.0',b'18.335771748742097',b'-65.65166995418816',b'46.82507493605851',b''
b'1.0',b'9.0',b'18.335757609747205',b'-65.65170496436971',b'67.48947569218505',b''
b'1.0',b'12.0',b'18.335743461841684',b'-65.65173999660956',b'88.1633688665549',b''
b'1.0',b'15.0',b'18.335729305025538',b'-65.6517750509077',b'108.84068711012968',b''
b'1.0',b'18.0',b'18.33571513929876',b'-65.65181012726411',b'129.51800535370447',b''
b'1.0',b'21.0',b'18.3357003410192',b'-65.6518469247938',b'150.19532359727924',b''
b'1.0',b'24.0',b'18.335684660280204',b'-65.65188615111526',b'170.87264184085402',b''
b'1.0',b'27.0',b'18.3356681041269',b'-65.6519278186883',b'191.63360133167527',b''
b'1.0',b'30.0',b'18.33565068634573',b'-65.6519719211892',b'212.3173683878444',b''
b'1.0',b'33.0',b'18.3356324172471',b'-65.65201846197597',b'233.00728541512814',b''
b'1.0',b'36.0',b'18.335613307167424',b'-65.6520674443771',b'253.70335241352646',b''
b'1.0',b'39.0',b'18.33559336646885',b'-65.65211887169134',b'274.4055693830394',b''
b'1.0',b'42.0',b'18.335572605532597',b'-65.6521727472069',b'295.11410214385165',b''
b'1.0',b'45.0',b'18.335551034757074',b'-65.65222907420731',b'315.8291672269379',b''
b'1.0',b'48.0',b'18.335528664575836',b'-65.6522878559163',b'336.55051479012485',b''
b'1.0',b'51.0',b'18.335505505447447',b'-65.65234909552689',b'357.2781448334126',b''
b'1.0',b'54.0',b'18.335481567855265',b'-65.65241279620116',b'378.01205735680117',b''
b'1.0',b'57.0',b'18.33545686230718',b'-65.65247896106999',b'398.7522523602904',b''
b'1.0',b'60.0',b'18.33543139933536',b'-65.65254759323278',b'419.4987298438805',b''
b'1.0',b'63.0',b'18.33540518947548',b'-65.65261869582571',b'440.25206736158907',b''
b'1.0',b'66.0',b'18.33537824329731',b'-65.65269227192127',b'461.0119955323049',b''
b'1.0',b'69.0',b'18.335350571398585',b'-65.6527683245462',b'481.77839926291654',b''
b'1.0',b'72.0',b'18.33532218440061',b'-65.65284685669494',b'502.5512785534238',b''
b'1.0',b'75.0',b'18.33529309294798',b'-65.65292787132925',b'523.3306334038268',b''
b'1.0',b'78.0',b'18.33526330770832',b'-65.65301137137811',b'544.1164638141255',b''
b'1.0',b'81.0',b'18.335232839367816',b'-65.6530973597529',b'564.9088995950668',b''
b'1.0',b'84.0',b'18.335201698624903',b'-65.65318583937058',b'585.7082659647616',b''
b'1.0',b'87.0',b'18.33516989621073',b'-65.65327681307762',b'606.5142527332644',b''
b'1.0',b'90.0',b'18.335137442878594',b'-65.6533702836868',b'627.3268599005751',b''
b'1.0',b'93.0',b'18.335104349403693',b'-65.65346625397687',b'648.1460874666939',b''
b'1.0',b'96.0',b'18.33507062658283',b'-65.65356472669244',b'668.9719354316205',b''
b'1.0',b'99.0',b'18.335036285234118',b'-65.65366570454363',b'689.8044037953551',b''
b'1.0',b'102.0',b'18.33500133615179',b'-65.65376919039231',b'710.6450422383082',b''
b'1.0',b'105.0',b'18.334965790172753',b'-65.65387518698334',b'731.4931641376734',b''
b'1.0',b'108.0',b'18.334929658171948',b'-65.65398369695674',b'752.3481878766866',b''
b'1.0',b'111.0',b'18.33489295104491',b'-65.65409472291721',b'773.2101134553477',b''
b'1.0',b'114.0',b'18.334855679707456',b'-65.65420826743403',b'794.078940873657',b''
b'1.0',b'117.0',b'18.334817934739736',b'-65.65432382482612',b'814.9546701316142',b''
b'1.0',b'120.0',b'18.33478000686001',b'-65.65443956600494',b'835.8373012292193',b''
b'1.0',b'123.0',b'18.33474189549478',b'-65.6545554908179',b'856.7268341664726',b''
b'1.0',b'126.0',b'18.334703600069954',b'-65.6546715991066',b'877.6232689433739',b''
b'1.0',b'129.0',b'18.33466512001084',b'-65.65478789071133',b'898.5266055599232',b''
b'1.0',b'132.0',b'18.334626454742164',b'-65.6549043654709',b'919.4368440161204',b''
b'1.0',b'135.0',b'18.334587603688064',b'-65.65502102322276',b'940.3539843119657',b''
b'1.0',b'138.0',b'18.334548566272105',b'-65.65513786380296',b'961.278026447459',b''
b'1.0',b'141.0',b'18.334509341917272',b'-65.65525488704614',b'982.2089704226003',b''
b'1.0',b'144.0',b'18.334469930045984',b'-65.65537209278551',b'1003.1468162373897',b''
b'1.0',b'147.0',b'18.334430330052268',b'-65.65548948087945',b'1024.0946048956964',b''
b'1.0',b'150.0',b'18.334390541353596',b'-65.65560705116178',b'1045.0496979659404',b''
b'1.0',b'153.0',b'18.33435056336698',b'-65.6557248034648',b'1066.0120817862899',b''
b'1.0',b'156.0',b'18.334310395508858',b'-65.65584273761937',b'1086.981756356745',b''
b'1.0',b'159.0',b'18.3342700371951',b'-65.65596085345489',b'1107.9587216773054',b''
b'1.0',b'162.0',b'18.334229487841007',b'-65.65607915079936',b'1128.9429777479716',b''
b'1.0',b'165.0',b'18.33418874686132',b'-65.65619762947934',b'1149.934524568743',b''
b'1.0',b'168.0',b'18.334147813670228',b'-65.65631628931992',b'1170.93336213962',b''
b'1.0',b'171.0',b'18.33410668768137',b'-65.65643513014474',b'1191.9394904606024',b''
b'1.0',b'174.0',b'18.334065368307833',b'-65.65655415177605',b'1212.9529095316905',b''
b'1.0',b'177.0',b'18.334023854962176',b'-65.6566733540346',b'1233.9736193528838',b''
b'1.0',b'180.0',b'18.333982147056417',b'-65.65679273673967',b'1255.0016199241827',b''
b'1.0',b'183.0',b'18.333940244002044',b'-65.65691229970916',b'1276.0369112455871',b''
b'1.0',b'186.0',b'18.333898145210018',b'-65.65703204275945',b'1297.079493317097',b''
b'1.0',b'189.0',b'18.3338558500878',b'-65.65715196570818',b'1318.1296822780978',b''
b'1.0',b'192.0',b'18.333813358036558',b'-65.65727206837671',b'1339.1880850572763',b''
b'1.0',b'195.0',b'18.333770668464215',b'-65.65739235057832',b'1360.2539308976138',b''
b'1.0',b'198.0',b'18.333727780778183',b'-65.6575128121248',b'1381.32721979911',b''
b'1.0',b'201.0',b'18.333684694385365',b'-65.65763345282653',b'1402.4079517617652',b''
b'1.0',b'204.0',b'18.33364140869216',b'-65.65775427249233',b'1423.4961267855792',b''
b'1.0',b'207.0',b'18.33359792310447',b'-65.65787527092961',b'1444.5917448705522',b''
b'1.0',b'210.0',b'18.33355423702771',b'-65.65799644794427',b'1465.694806016684',b''
b'1.0',b'213.0',b'18.333510349866803',b'-65.65811780334072',b'1486.8053102239746',b''
b'1.0',b'216.0',b'18.333466261026203',b'-65.6582393369219',b'1507.9232574924242',b''
b'1.0',b'219.0',b'18.333421969909875',b'-65.65836104848927',b'1529.0486478220325',b''
b'1.0',b'222.0',b'18.33337769558007',b'-65.65848191706445',b'1550.1814812128',b''
b'1.0',b'225.0',b'18.33333347904561',b'-65.65860177201219',b'1571.3217576647262',b''
b'1.0',b'228.0',b'18.333289324846337',b'-65.65872061395984',b'1592.469477177811',b''
b'1.0',b'231.0',b'18.333245237522895',b'-65.65883844355182',b'1613.6246397520551',b''
b'1.0',b'234.0',b'18.333201221611095',b'-65.65895526152886',b'1634.7856162523017',b''
b'1.0',b'237.0',b'18.333157281646834',b'-65.6590710686415',b'1655.9525832529853',b''
b'1.0',b'240.0',b'18.333113422170108',b'-65.65918586559924',b'1677.1267822762952',b''
b'1.0',b'243.0',b'18.333069647720894',b'-65.65929965312999',b'1698.3082133222315',b''
b'1.0',b'246.0',b'18.333025962839006',b'-65.6594124319799',b'1719.4968763907941',b''
b'1.0',b'249.0',b'18.33298237206391',b'-65.65952420291349',b'1740.692771481983',b''
b'1.0',b'252.0',b'18.332938879934556',b'-65.65963496671347',b'1761.8958985957984',b''
b'1.0',b'255.0',b'18.332895490989202',b'-65.6597447241808',b'1783.1062577322398',b''
b'1.0',b'258.0',b'18.332852209765257',b'-65.65985347613461',b'1804.3238488913075',b''
b'1.0',b'261.0',b'18.332809040799095',b'-65.65996122341221',b'1825.5486720730019',b''
b'1.0',b'264.0',b'18.332765988625894',b'-65.66006796686894',b'1846.7807272773223',b''
